"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_e_b ', 'Regiao onde mora')","('P1_h ', 'Nivel de Ensino')","('P2_f ', 'Cargo Atual')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_q ', 'Atualmente qual a sua forma de trabalho?')","('P2_r ', 'Qual a forma de trabalho ideal para você?')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_a ', 'Remuneração/Salário')","('P2_o_b ', 'Benefícios')","('P2_o_c ', 'Propósito do trabalho e da empresa')","('P2_o_d ', 'Flexibilidade de trabalho remoto')","('P2_o_e ', 'Ambiente e clima de trabalho')","('P2_o_f ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_g ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_h ', 'Maturidade da empresa em termos de tecnologia e dados')"
7flkli8cztyzjzt7flkli7ay3uku2088,45.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Marketing,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7etufr7w2cheeqfy2omi5f7etufr7t4i,46.0,Masculino,Sul,Doutorado ou Phd,Outro,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
cs5ml8iiukh6dwq7c9cs5mlkobp9z91z,23.0,Feminino,Nordeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7dopsy30o8qibunipsc7dopsym112x2s,33.0,Masculino,Sudeste,Pós-graduação,Engenheiro de Dados/Data Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Benefícios, Remuneração/Salário",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7dmkf2s2qne4erzt9r7dmqtj3kyjihni,25.0,Masculino,Sudeste,Graduação/Bacharelado,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7dey0zffju9dto6wj67deytegnh7y1ge,33.0,Masculino,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7cqaax66u1miv7ptx7cqak8k514mxob8,26.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Sistemas/Analista de TI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
n09tifqasg4u13ea6sj7n09tilq8ra5e,54.0,Masculino,Sul,Pós-graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7c7ppigwkkkam25o7c7pprluaa4wpbpc,32.0,Feminino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
7c1upidhnvepu6iosy49ra7c1upi8gom,22.0,Feminino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7bvkq7548b2inb7bvkqe738u25pqkibs,27.0,Masculino,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7bovyk591fabzx4qla7bovyk596tauhi,25.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
co3k6zkp3vch52376pco3k6z1elwzmsb,33.0,Masculino,Nordeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7b9ac9dnmsq8yb7b9a5i0qqcuibg00qd,21.0,Masculino,Nordeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
79nbph2loj7k2a79nbpf506ez2fetrte,26.0,Masculino,Sudeste,Graduação/Bacharelado,Outro,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
79akn9u6dgxzu6yw79aknozfova9xv6j,27.0,Masculino,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
78v4857hqfswtksl28rsv78v48el2dmf,22.0,Masculino,Sudeste,Estudante de Graduação,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
77lt8yr5o7yrnaqt5777abq0sfhbbjyj,34.0,Masculino,Sul,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
773hwfwg2ij6a504773hwfzuaeug862n,33.0,Masculino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
76jmf0udl22a0b076j7yysgs4i7e9cti,31.0,Masculino,Centro-oeste,Graduação/Bacharelado,,,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
769vkhjs6tnve4b92769vkhpr6p6qiog,23.0,Masculino,Sul,Estudante de Graduação,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
769ltg4qk106bclendxu769ltg4pvyn5,27.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Reputação que a empresa tem no mercado",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
axsp8x0fee9hxeo707qlaxsp8x4drwcb,28.0,Masculino,Nordeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Estagiário,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
75gnnul5hx3uaj675gxouo6aqbsybnzx,33.0,Feminino,Sudeste,Pós-graduação,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
751i2qdhvptm6wjf763i751i2qd2mpye,22.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
74bkt6ju6nrmcl774bki9feelqtwupiu,29.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
73t6mmyvd394pzsalg73t6vg0nc0kyfj,28.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
73ovioj3g0whlqte73ovnmwwyv079zkp,23.0,Masculino,Nordeste,Pós-graduação,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Servidor Público,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
al577nuog44a7kn4u32yal5774sg92qc,29.0,Masculino,Nordeste,Mestrado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
73b0qkhwf0hng0hi7u5973b0qtrp3gz3,29.0,Feminino,Sul,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
72kvked2hb172kvzlmxxbjofcnghixzl,33.0,Masculino,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Remuneração/Salário",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
71fh6qe8c9p8876yyoiw71fh63rddq7v,24.0,Feminino,Sul,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Ambiente e clima de trabalho, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7097vzp36ujhsqqjnpa1g7097vdnawco,33.0,Masculino,Sudeste,Mestrado,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
704uxbmr13zd98couc9ajm704uxz7n6h,25.0,Masculino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa, Reputação que a empresa tem no mercado",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6zhovmqbi1gapjq06zhfxn8dqxtdevgm,26.0,Masculino,Sul,Estudante de Graduação,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6yg2t5vw470pblqo67t6yg2t5f165w0v,24.0,Masculino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Ambiente e clima de trabalho, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6y2s9pi8mweuz21f6y2sm9fsmu094v7d,46.0,Feminino,Sudeste,Pós-graduação,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Remuneração/Salário",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6w8tvwl4ot9nnfqx3o6w8tk2dujeygqw,39.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6vuekqfddatsnggj6vuekq0jtqzyodyz,28.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6vawcq7gp1in48bt6vawx65z1osdlilq,32.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6tqsnk17frvrys82f6n0y16tqsnl0bqq,25.0,Masculino,Nordeste,Mestrado,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6tjztybzl80nm5kjg6tj5km5ab3i18lh,29.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6tjrttgism8iksh75ukd0b6tjrttgw93,31.0,Feminino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6r60q9scqaf5r6r6v2pl09fh1uvkwv2p,38.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
bk4ejf1swr7nrfyzvvbk4ejkebsqxr6t,33.0,Masculino,Centro-oeste,Doutorado ou Phd,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6q1i3c9qd1s87zo4pkms6q1i3c9qhi3s,31.0,Masculino,Sul,Pós-graduação,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6plyrp7gga50e2qco0zozea6plyrp7ag,24.0,Feminino,Sudeste,Estudante de Graduação,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6ovejjdz8x5bfhsac6ovejjdv7v54ssn,29.0,Masculino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6oezedsrkg8uohus6oezo2luxjijtuu3,26.0,Masculino,Centro-oeste,Pós-graduação,Engenheiro de Dados/Data Engineer,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6o7pycj67o53kn3lbnk6o7pycjddheu3,39.0,Feminino,Centro-oeste,Mestrado,Estatístico,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6mxdy66tcg91yt536mxdrtqf6uc0dkk5,44.0,Masculino,Sudeste,Pós-graduação,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
6mo14cm05cj8xtz61hl6mo14cmiij9mi,27.0,Masculino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6mk8a071l8wjrnxxonrjnsp6mk8a0zys,24.0,Masculino,Sul,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
